task_id,department,corridor_id,zone_id,station_code,asset_type,severity,overdue_days,failure_count_90d,asset_age_years,asset_health_index,safety_critical,single_point_failure,redundancy_available,daily_passenger_trains,daily_freight_trains,freight_forecast_24h,traffic_density_index,train_conflict_count,nearest_available_block_hours,requested_block_duration_min,estimated_repair_duration_min,crew_count_required,material_readiness_pct,weather_risk,night_work,permit_ready,dependency_count,historical_delay_minutes,traction_load_pct,ohe_temperature_c,contact_wire_wear_pct,pantograph_interaction_risk,traction_power_interruptions_30d,criticality_score,priority_class,recommended_window
MT-011346,S&T,C4-South,Zone-A,817,Point Machine,2,4,2,10.7,74.1,0,1,1,43,16,17.1,74.2,3,10.7,70,87,5,100.0,0,0,1,0,25.7,100.0,46.2,35.7,26.2,1,86.32,CRITICAL,Next available safe block
MT-011347,S&T,C6-Coastal,Zone-C,321,Signal,5,15,0,4.4,31.7,1,0,0,48,17,18.1,100.0,5,17.9,85,102,6,87.8,3,0,1,2,28.8,37.0,32.1,39.3,13.0,1,100.0,CRITICAL,Next available safe block
MT-011348,Engineering,C3-West,Zone-E,757,Bridge Component,5,15,2,15.7,20.6,0,0,0,39,14,20.1,77.8,2,10.8,50,74,10,95.8,0,0,1,1,13.1,68.4,45.7,41.4,37.5,0,100.0,CRITICAL,Next available safe block
MT-011349,Engineering,C2-East,Zone-A,288,Bridge Component,1,0,1,20.8,86.3,1,0,1,46,11,8.9,85.4,1,17.6,145,138,10,88.8,2,0,0,2,8.6,33.2,23.7,29.1,27.0,0,85.1,CRITICAL,Next available safe block
MT-011350,S&T,C3-West,Zone-C,849,Axle Counter,2,0,2,4.0,75.4,1,1,1,40,21,23.5,89.2,2,32.3,23,15,6,100.0,2,0,1,1,19.1,44.3,34.1,2.0,31.7,2,84.91,CRITICAL,Next available safe block
MT-011351,Engineering,C5-Central,Zone-D,391,Rail Joint,4,2,0,16.1,59.3,1,0,0,48,12,6.5,81.5,7,33.8,148,209,9,100.0,2,0,0,2,24.1,53.2,44.6,44.5,21.0,0,99.15,CRITICAL,Next available safe block
MT-011352,Engineering,C4-South,Zone-A,322,Bridge Component,1,11,1,14.4,74.5,0,0,0,57,11,15.6,95.3,3,6.3,105,100,2,82.5,0,0,1,0,15.6,78.4,41.2,32.5,29.5,2,89.27,CRITICAL,Next available safe block
MT-011353,Engineering,C1-North,Zone-D,857,Turnout,5,9,1,17.7,48.5,0,0,0,34,19,20.5,80.6,3,6.7,171,168,3,93.2,0,0,1,2,16.8,80.9,32.5,42.3,28.2,0,99.65,CRITICAL,Next available safe block
MT-011354,TRD,C4-South,Zone-A,858,Traction Transformer,3,18,1,8.9,33.2,0,0,0,47,18,18.0,96.0,2,12.6,91,84,5,94.6,0,1,1,2,21.4,80.5,49.6,74.5,64.8,1,98.43,CRITICAL,Next available safe block
MT-011355,S&T,C5-Central,Zone-E,516,Signal,3,12,1,19.9,59.0,0,1,1,49,22,21.2,100.0,4,30.2,83,112,6,68.6,1,0,1,1,15.6,66.2,49.1,35.6,16.6,2,100.0,CRITICAL,Next available safe block
MT-011356,Engineering,C1-North,Zone-E,506,Rail Joint,4,12,1,17.1,38.2,1,0,0,32,17,23.2,73.1,4,24.1,88,115,6,63.8,1,1,1,2,25.4,74.7,36.7,21.0,10.3,0,100.0,CRITICAL,Next available safe block
MT-011357,Engineering,C3-West,Zone-C,137,Bridge Component,2,1,0,12.0,67.4,1,0,0,35,17,19.6,94.9,1,14.5,39,122,8,77.4,0,0,1,1,13.4,72.1,37.3,43.1,27.6,2,80.09,CRITICAL,Next available safe block
MT-011358,S&T,C4-South,Zone-B,552,Point Machine,1,6,2,10.8,78.9,0,1,0,53,13,11.8,98.7,2,17.7,103,153,12,74.9,2,0,1,0,12.4,81.0,34.2,6.2,32.7,0,88.48,CRITICAL,Next available safe block
MT-011359,TRD,C2-East,Zone-C,306,OHE Contact Wire,4,6,2,17.1,42.3,0,0,1,54,16,13.0,100.0,5,36.1,59,47,7,72.9,0,0,1,3,25.5,59.2,27.8,68.8,48.4,1,100.0,CRITICAL,Next available safe block
MT-011360,TRD,C6-Coastal,Zone-A,499,OHE Insulator,5,14,0,15.7,31.5,0,1,1,31,20,27.4,77.7,0,15.8,61,39,10,94.7,1,0,1,0,5.3,61.4,36.1,87.5,51.3,3,100.0,CRITICAL,Next available safe block
MT-011361,TRD,C6-Coastal,Zone-D,286,Section Insulator,3,15,2,9.3,25.1,1,0,1,48,19,17.2,100.0,2,20.3,46,25,9,78.6,0,0,1,1,10.6,77.9,63.1,57.9,57.8,0,100.0,CRITICAL,Next available safe block
MT-011362,TRD,C5-Central,Zone-D,459,Section Insulator,4,6,1,0.5,49.5,1,0,1,49,13,9.3,93.0,5,28.2,162,156,4,100.0,0,1,1,0,29.2,85.3,42.7,63.1,57.3,1,100.0,CRITICAL,Next available safe block
MT-011363,TRD,C5-Central,Zone-A,703,Switchgear,5,6,1,0.5,52.9,0,1,0,40,20,17.1,92.3,4,15.9,53,92,5,81.9,1,0,1,1,12.0,68.9,37.2,49.1,44.6,2,100.0,CRITICAL,Next available safe block
MT-011364,Engineering,C4-South,Zone-B,105,Sleeper Zone,2,11,1,20.2,52.7,1,0,0,30,17,21.4,66.7,3,11.7,48,51,9,64.3,2,0,1,0,11.4,22.3,36.8,21.9,16.8,0,99.6,CRITICAL,Next available safe block
MT-011365,Engineering,C3-West,Zone-B,232,Bridge Component,2,25,1,6.7,35.6,0,0,1,38,21,19.6,100.0,5,18.1,52,44,4,77.3,2,1,1,2,13.2,76.8,39.5,27.0,35.5,1,100.0,CRITICAL,Next available safe block
MT-011366,TRD,C3-West,Zone-B,572,Switchgear,2,0,2,4.3,79.2,0,0,1,47,8,8.8,71.9,3,15.4,154,158,4,67.2,0,0,1,1,11.9,83.9,47.8,31.4,33.1,1,91.52,CRITICAL,Next available safe block
MT-011367,Engineering,C2-East,Zone-A,703,Track Circuit,1,0,2,11.4,82.6,0,0,0,43,15,15.5,90.9,3,21.2,90,118,12,68.6,0,0,1,1,8.4,79.1,30.4,31.3,30.7,0,65.97,HIGH,Within 72 hours
MT-011368,S&T,C2-East,Zone-E,612,Point Machine,4,0,1,13.6,66.2,1,0,1,54,13,4.5,92.8,4,15.5,72,89,5,94.7,0,1,1,0,20.0,58.4,30.6,57.2,20.9,0,99.52,CRITICAL,Next available safe block
MT-011369,Engineering,C4-South,Zone-E,881,Sleeper Zone,2,0,3,6.8,76.2,0,1,0,44,21,18.1,89.5,1,9.8,99,86,8,95.8,2,1,1,2,7.1,55.5,36.8,33.2,25.3,0,88.63,CRITICAL,Next available safe block
MT-011370,S&T,C1-North,Zone-A,182,Point Machine,1,1,2,0.5,77.4,1,0,1,42,18,22.7,90.6,1,19.2,58,66,12,77.8,0,0,1,0,8.8,45.4,44.0,29.2,32.2,1,56.98,MEDIUM,Within 7 days
MT-011371,S&T,C3-West,Zone-E,898,Signal,2,11,2,9.5,47.0,1,0,0,39,14,10.7,77.8,4,17.6,142,140,2,98.0,0,0,1,2,20.8,60.9,44.5,2.0,35.2,1,96.36,CRITICAL,Next available safe block
MT-011372,Engineering,C1-North,Zone-B,790,Turnout,1,17,0,4.3,54.4,1,0,1,26,16,11.9,65.2,5,9.0,174,189,7,74.1,0,0,1,2,14.0,84.8,35.9,15.0,6.2,0,100.0,CRITICAL,Next available safe block
MT-011373,S&T,C1-North,Zone-E,476,Signal,2,10,3,2.9,47.5,1,1,0,49,16,11.6,90.4,4,20.5,173,213,5,69.9,0,0,1,0,19.7,64.4,33.7,43.1,31.7,1,100.0,CRITICAL,Next available safe block
MT-011374,TRD,C4-South,Zone-A,434,OHE Contact Wire,1,10,0,17.5,75.0,0,0,0,46,22,24.1,100.0,2,12.2,160,125,9,87.8,0,1,1,1,5.0,85.8,42.3,52.8,42.3,1,96.86,CRITICAL,Next available safe block
MT-011375,S&T,C2-East,Zone-E,758,Track Circuit,4,0,1,2.5,67.9,1,0,0,33,13,15.1,65.1,1,23.4,34,42,12,87.8,0,0,1,0,9.1,100.0,31.1,68.8,31.6,1,85.2,CRITICAL,Next available safe block
MT-011376,TRD,C1-North,Zone-E,201,Isolator,4,0,1,16.6,62.7,1,0,0,40,21,24.4,99.8,2,17.2,177,235,4,65.2,0,1,0,0,20.3,86.8,31.8,51.9,44.1,2,100.0,CRITICAL,Next available safe block
MT-011377,TRD,C4-South,Zone-E,387,Switchgear,4,11,0,15.6,45.0,1,0,0,35,19,27.6,92.4,7,16.5,48,42,11,80.0,0,1,0,1,27.8,58.8,33.5,67.1,45.5,3,98.92,CRITICAL,Next available safe block
MT-011378,TRD,C2-East,Zone-E,924,OHE Insulator,4,20,3,11.6,32.8,1,0,1,38,19,19.1,86.4,3,1.0,117,137,9,71.2,1,0,0,0,8.7,90.0,53.0,77.4,64.2,2,100.0,CRITICAL,Next available safe block
MT-011379,Engineering,C1-North,Zone-A,130,Track Circuit,5,17,1,20.7,7.4,1,1,1,47,19,15.7,99.1,5,1.2,53,46,9,57.6,0,0,1,0,23.8,63.1,40.5,40.0,13.1,0,100.0,CRITICAL,Next available safe block
MT-011380,Engineering,C1-North,Zone-C,413,Turnout,2,7,1,18.8,65.4,0,0,1,59,13,30.0,94.1,3,14.8,122,198,4,89.9,3,0,1,0,6.7,85.0,37.7,33.0,22.6,0,98.08,CRITICAL,Next available safe block
MT-011381,TRD,C2-East,Zone-E,253,Section Insulator,5,9,2,1.1,40.0,0,1,0,37,11,10.2,59.7,5,27.9,154,168,5,72.9,1,0,1,0,24.3,63.2,42.1,67.8,46.3,1,99.42,CRITICAL,Next available safe block
MT-011382,TRD,C6-Coastal,Zone-C,659,OHE Insulator,3,21,2,12.5,28.7,0,1,1,31,15,10.8,61.1,3,17.6,150,132,10,79.8,1,0,1,0,17.6,69.2,44.7,85.4,64.2,4,100.0,CRITICAL,Next available safe block
MT-011383,TRD,C2-East,Zone-A,990,OHE Contact Wire,2,2,1,11.1,75.8,1,0,0,52,23,16.6,100.0,7,19.3,76,117,5,86.7,0,0,0,1,27.1,72.3,32.6,39.8,39.2,2,98.53,CRITICAL,Next available safe block
MT-011384,TRD,C5-Central,Zone-D,652,Isolator,3,4,2,20.5,55.2,0,0,0,46,15,17.1,100.0,3,14.8,47,64,12,88.9,1,0,1,1,23.0,49.3,37.2,64.5,45.3,0,99.62,CRITICAL,Next available safe block
MT-011385,Engineering,C5-Central,Zone-C,252,Turnout,2,0,0,0.5,88.5,1,1,1,45,13,13.2,85.2,5,22.7,45,76,3,66.0,0,0,1,1,17.5,70.7,28.8,38.5,39.8,1,72.91,HIGH,Within 72 hours
MT-011386,TRD,C4-South,Zone-A,793,OHE Insulator,1,12,5,12.3,51.2,0,0,1,35,24,19.2,81.1,0,6.8,48,76,6,90.1,1,0,1,0,4.6,76.4,47.0,56.9,50.4,1,100.0,CRITICAL,Next available safe block
MT-011387,Engineering,C4-South,Zone-D,331,Track Circuit,1,4,1,13.0,87.8,0,1,0,33,12,14.0,54.8,1,17.2,104,132,11,79.9,0,0,1,1,6.1,37.1,43.4,35.5,25.2,1,54.2,MEDIUM,Within 7 days
MT-011388,S&T,C3-West,Zone-E,220,Track Circuit,3,5,3,20.0,65.7,1,0,0,43,22,21.1,100.0,3,8.0,177,205,2,70.9,0,1,1,1,12.6,37.4,45.7,20.3,13.9,1,100.0,CRITICAL,Next available safe block
MT-011389,S&T,C5-Central,Zone-A,284,Track Circuit,4,14,1,13.4,33.1,0,0,1,45,20,22.9,84.7,5,4.9,168,207,5,54.2,0,0,1,1,27.2,20.0,43.4,26.2,35.5,1,99.07,CRITICAL,Next available safe block
MT-011390,Engineering,C2-East,Zone-B,555,Rail Joint,2,1,2,14.7,69.7,0,1,1,45,20,23.0,100.0,3,34.7,141,150,10,91.1,2,1,1,1,15.8,51.7,31.2,33.8,24.4,0,100.0,CRITICAL,Next available safe block
MT-011391,Engineering,C5-Central,Zone-D,928,Turnout,4,12,1,23.5,33.4,1,0,0,30,20,20.9,80.7,5,23.8,84,137,4,65.2,0,0,1,0,42.2,39.4,43.6,19.7,16.2,1,99.13,CRITICAL,Next available safe block
MT-011392,Engineering,C6-Coastal,Zone-B,487,Sleeper Zone,1,13,0,9.7,72.2,1,0,0,36,16,14.8,76.5,3,6.6,54,47,5,70.3,0,0,0,1,17.5,86.1,39.7,23.4,16.1,0,85.37,CRITICAL,Next available safe block
MT-011393,TRD,C4-South,Zone-E,731,Section Insulator,3,5,4,12.4,56.2,1,1,0,43,18,17.4,81.2,4,18.3,159,185,3,100.0,1,0,1,2,13.9,77.5,33.2,60.2,53.5,2,100.0,CRITICAL,Next available safe block
MT-011394,TRD,C6-Coastal,Zone-E,963,Isolator,2,16,2,15.3,49.3,1,0,0,49,11,11.0,65.1,5,38.0,69,85,6,90.8,2,0,1,1,28.8,63.5,41.9,56.9,45.5,2,100.0,CRITICAL,Next available safe block
MT-011395,S&T,C4-South,Zone-C,325,Signal,4,7,2,4.9,42.9,1,0,1,45,17,16.9,90.7,1,15.9,100,151,3,66.0,0,1,0,1,8.6,89.9,42.3,9.1,26.7,0,100.0,CRITICAL,Next available safe block
MT-011396,Engineering,C6-Coastal,Zone-E,723,Bridge Component,5,14,1,1.7,31.4,1,1,0,39,11,14.0,84.4,3,10.7,30,100,5,100.0,1,0,1,1,9.3,57.5,48.4,5.6,27.9,1,100.0,CRITICAL,Next available safe block
MT-011397,TRD,C4-South,Zone-C,294,Switchgear,2,2,3,14.2,77.7,0,0,0,43,15,12.3,85.4,5,13.7,66,61,2,85.9,1,0,1,1,23.3,53.9,47.6,35.7,31.0,2,99.5,CRITICAL,Next available safe block
MT-011398,TRD,C2-East,Zone-D,908,Switchgear,5,13,1,12.6,11.0,0,0,0,40,14,14.4,61.1,1,25.3,74,114,8,63.9,0,0,1,1,8.5,63.6,42.3,98.0,63.6,1,100.0,CRITICAL,Next available safe block
MT-011399,Engineering,C6-Coastal,Zone-B,125,Sleeper Zone,4,5,1,24.9,64.4,1,0,1,52,15,5.8,83.6,7,20.6,68,94,11,79.0,0,0,1,1,17.0,67.0,21.4,49.0,18.5,1,100.0,CRITICAL,Next available safe block
MT-011400,TRD,C1-North,Zone-D,293,Section Insulator,1,11,1,10.3,59.6,1,1,1,56,13,11.5,92.8,4,4.7,69,105,7,100.0,0,0,1,1,25.5,78.2,61.6,62.8,46.9,3,100.0,CRITICAL,Next available safe block
MT-011401,Engineering,C4-South,Zone-B,118,Rail Joint,3,11,2,15.0,50.8,1,0,1,37,24,29.8,100.0,3,20.8,93,115,4,80.5,0,0,1,1,12.1,66.0,31.5,35.2,21.7,0,99.43,CRITICAL,Next available safe block
MT-011402,TRD,C5-Central,Zone-A,954,Section Insulator,4,4,1,3.9,59.9,1,0,0,52,16,14.9,97.5,5,22.0,76,76,6,79.2,3,0,1,0,12.8,86.0,37.4,47.3,43.4,0,100.0,CRITICAL,Next available safe block
MT-011403,S&T,C1-North,Zone-D,636,Point Machine,3,4,1,8.3,64.1,1,0,0,53,16,19.1,100.0,7,19.4,116,212,12,58.5,2,0,1,0,27.0,50.8,44.3,27.2,31.9,2,100.0,CRITICAL,Next available safe block
MT-011404,TRD,C5-Central,Zone-A,658,Section Insulator,3,6,2,23.2,55.4,0,0,1,39,18,17.6,74.7,3,16.0,146,196,11,98.6,0,0,1,2,10.2,89.3,52.8,60.2,51.3,1,100.0,CRITICAL,Next available safe block
MT-011405,S&T,C4-South,Zone-B,810,Track Circuit,3,9,1,3.2,48.4,1,0,1,45,18,22.9,83.6,3,20.2,83,94,9,100.0,0,0,1,2,14.6,100.0,24.9,2.0,33.6,1,100.0,CRITICAL,Next available safe block
MT-011406,TRD,C2-East,Zone-C,363,OHE Contact Wire,3,13,2,16.4,46.5,0,1,1,41,10,14.5,63.7,3,7.8,130,168,10,100.0,2,0,1,0,27.1,79.4,45.1,53.4,46.2,2,100.0,CRITICAL,Next available safe block
MT-011407,Engineering,C1-North,Zone-D,614,Turnout,1,10,3,21.0,68.7,0,0,1,36,17,19.0,66.1,0,15.8,84,98,7,72.0,0,1,1,0,3.5,35.8,36.6,43.3,33.5,1,87.08,CRITICAL,Next available safe block
MT-011408,TRD,C1-North,Zone-D,570,Isolator,3,0,1,10.9,71.4,0,0,1,40,16,22.8,78.6,2,6.4,85,85,12,78.3,0,0,1,1,7.7,71.7,42.4,33.8,36.0,3,87.28,CRITICAL,Next available safe block
MT-011409,TRD,C4-South,Zone-C,338,OHE Contact Wire,4,16,0,4.5,22.9,1,0,0,39,15,9.7,90.1,5,8.9,138,169,4,48.9,2,1,1,1,15.2,85.3,49.8,92.6,71.7,2,100.0,CRITICAL,Next available safe block
MT-011410,Engineering,C6-Coastal,Zone-C,388,Track Circuit,4,12,3,20.0,38.2,1,0,1,46,13,12.5,87.7,1,13.5,110,106,4,100.0,0,0,1,1,13.6,91.2,15.0,40.4,18.2,1,100.0,CRITICAL,Next available safe block
MT-011411,Engineering,C4-South,Zone-E,467,Turnout,3,19,2,18.9,31.8,1,0,0,37,18,15.2,89.9,1,6.5,111,141,3,68.9,1,1,1,0,5.0,71.2,46.4,26.7,24.0,2,100.0,CRITICAL,Next available safe block
MT-011412,Engineering,C4-South,Zone-E,511,Bridge Component,2,16,0,11.8,52.6,1,1,0,49,14,18.3,76.5,5,7.3,43,42,10,100.0,2,0,1,2,11.9,53.2,37.6,12.0,23.4,0,100.0,CRITICAL,Next available safe block
MT-011413,Engineering,C3-West,Zone-B,121,Turnout,1,4,1,15.6,81.8,1,1,0,34,16,16.0,55.6,4,17.2,110,165,12,81.6,1,0,1,2,17.2,84.6,31.5,14.2,38.6,0,98.2,CRITICAL,Next available safe block
MT-011414,Engineering,C2-East,Zone-D,966,Turnout,4,0,0,7.7,63.4,1,1,0,38,15,16.0,80.3,2,17.6,20,15,5,83.1,0,0,1,1,7.6,80.5,36.1,38.8,24.5,1,91.39,CRITICAL,Next available safe block
MT-011415,Engineering,C6-Coastal,Zone-C,453,Bridge Component,3,24,0,7.6,19.5,0,0,1,50,15,14.9,97.2,2,23.8,118,140,7,100.0,0,0,1,2,24.0,53.3,15.0,34.9,16.6,0,100.0,CRITICAL,Next available safe block
MT-011416,Engineering,C2-East,Zone-C,641,Sleeper Zone,3,20,0,12.1,33.9,0,0,1,40,25,24.5,84.2,4,20.4,119,155,7,63.0,0,1,0,0,20.4,59.8,40.5,25.6,20.3,2,100.0,CRITICAL,Next available safe block
MT-011417,S&T,C4-South,Zone-A,658,Point Machine,2,15,0,11.9,56.3,1,0,0,33,13,11.7,68.2,3,5.9,49,62,11,85.8,2,0,1,0,9.6,68.2,25.0,18.0,39.7,0,94.83,CRITICAL,Next available safe block
MT-011418,Engineering,C3-West,Zone-E,519,Bridge Component,2,1,1,2.7,71.9,1,1,1,37,17,3.3,94.5,4,26.2,75,15,5,58.7,0,1,1,0,20.1,55.7,31.8,14.6,12.4,0,92.27,CRITICAL,Next available safe block
MT-011419,TRD,C4-South,Zone-A,414,Switchgear,1,0,4,7.5,86.1,1,0,1,40,14,14.3,68.6,2,13.0,164,201,9,100.0,1,0,0,1,10.8,61.3,41.2,23.4,22.0,1,94.17,CRITICAL,Next available safe block
MT-011420,TRD,C4-South,Zone-C,881,Traction Transformer,4,4,0,3.5,66.3,0,0,1,51,19,19.7,100.0,7,21.9,77,95,2,100.0,1,0,1,0,22.7,86.9,42.7,51.3,30.9,2,100.0,CRITICAL,Next available safe block
MT-011421,TRD,C2-East,Zone-D,428,OHE Contact Wire,3,16,0,17.9,55.5,1,0,0,49,17,20.0,86.5,4,24.3,51,104,2,86.6,0,0,1,2,9.2,58.6,43.7,58.1,45.5,1,100.0,CRITICAL,Next available safe block
MT-011422,Engineering,C3-West,Zone-D,569,Track Circuit,3,0,2,15.3,76.8,0,0,0,44,17,22.4,92.0,2,12.9,161,184,3,94.8,1,0,1,1,10.9,64.3,47.3,35.3,15.7,1,94.59,CRITICAL,Next available safe block
MT-011423,S&T,C2-East,Zone-A,972,Axle Counter,5,1,0,15.1,42.8,0,0,0,52,19,16.6,96.4,6,17.7,138,155,9,63.4,0,0,1,1,25.8,61.5,47.9,37.9,21.7,2,100.0,CRITICAL,Next available safe block
MT-011424,TRD,C4-South,Zone-E,881,Traction Transformer,2,32,1,0.5,21.9,1,1,0,41,16,17.5,100.0,6,40.5,98,140,11,100.0,1,0,1,3,15.3,105.2,36.3,93.0,69.5,2,100.0,CRITICAL,Next available safe block
MT-011425,S&T,C5-Central,Zone-B,562,Track Circuit,2,5,3,3.7,70.3,1,0,0,36,15,15.5,72.5,4,9.2,120,152,12,86.5,1,1,0,0,23.5,100.0,36.1,20.5,25.1,1,98.84,CRITICAL,Next available safe block
MT-011426,Engineering,C1-North,Zone-D,539,Sleeper Zone,2,8,2,14.3,63.3,0,0,1,34,20,23.4,78.7,4,13.1,36,72,3,69.6,2,0,1,1,12.1,79.6,27.9,28.3,23.7,1,93.29,CRITICAL,Next available safe block
MT-011427,Engineering,C6-Coastal,Zone-B,763,Bridge Component,3,8,0,20.8,70.2,1,0,0,37,11,8.7,56.6,4,16.6,53,66,9,78.2,2,0,1,0,17.1,67.1,36.5,42.6,19.2,0,100.0,CRITICAL,Next available safe block
MT-011428,TRD,C4-South,Zone-E,837,Switchgear,4,24,0,14.8,7.3,1,1,0,45,13,3.3,74.7,1,9.6,154,134,10,74.1,0,1,0,4,9.2,94.1,52.4,98.0,81.2,1,100.0,CRITICAL,Next available safe block
MT-011429,Engineering,C6-Coastal,Zone-A,347,Rail Joint,4,5,1,16.7,56.8,1,0,1,46,13,5.8,72.9,3,21.4,180,174,2,75.9,0,0,1,1,21.4,57.9,27.8,34.3,36.0,0,100.0,CRITICAL,Next available safe block
MT-011430,TRD,C3-West,Zone-E,916,Isolator,3,0,2,15.9,58.8,0,1,0,32,21,24.2,87.9,4,13.2,169,182,11,100.0,0,0,1,0,14.0,96.7,43.4,51.1,40.9,3,100.0,CRITICAL,Next available safe block
MT-011431,Engineering,C5-Central,Zone-C,270,Track Circuit,3,17,3,15.2,35.6,1,1,0,42,17,15.7,87.5,3,26.5,140,211,8,79.9,1,1,1,1,20.6,63.8,42.2,11.1,24.1,2,100.0,CRITICAL,Next available safe block
MT-011432,TRD,C6-Coastal,Zone-E,848,OHE Contact Wire,4,0,2,11.6,39.5,1,1,0,39,15,13.8,83.6,4,20.3,127,160,8,72.3,1,1,1,1,10.4,69.7,53.3,57.2,45.1,3,100.0,CRITICAL,Next available safe block
MT-011433,S&T,C6-Coastal,Zone-A,847,Axle Counter,3,0,3,5.2,68.1,1,1,1,39,21,22.0,93.0,1,21.2,123,172,5,81.8,0,0,1,1,8.7,55.8,24.0,16.7,21.2,2,95.88,CRITICAL,Next available safe block
MT-011434,TRD,C3-West,Zone-A,870,Traction Transformer,2,22,2,18.1,51.0,0,1,0,56,15,15.7,100.0,5,31.2,174,171,6,73.3,0,1,1,1,27.6,56.1,44.3,70.3,56.3,1,100.0,CRITICAL,Next available safe block
MT-011435,S&T,C4-South,Zone-E,378,Track Circuit,4,15,2,16.2,34.3,0,1,1,34,17,25.1,77.0,3,8.7,29,15,4,72.5,1,1,1,4,16.9,48.2,35.7,26.2,20.8,2,100.0,CRITICAL,Next available safe block
MT-011436,TRD,C4-South,Zone-A,247,Traction Transformer,4,5,2,14.9,52.8,1,0,1,38,12,12.9,60.3,4,22.7,106,153,3,100.0,0,1,0,0,16.3,45.8,41.9,45.6,38.7,3,100.0,CRITICAL,Next available safe block
MT-011437,TRD,C1-North,Zone-C,720,Switchgear,3,18,1,13.7,34.9,0,1,0,38,16,8.8,67.3,8,33.7,52,70,9,100.0,0,0,1,0,18.3,65.2,55.2,72.3,58.6,0,100.0,CRITICAL,Next available safe block
MT-011438,S&T,C3-West,Zone-B,242,Point Machine,2,17,1,7.3,55.3,1,0,0,40,21,20.1,95.7,5,36.0,135,147,6,87.5,1,1,0,1,23.9,86.8,40.4,30.2,19.9,1,99.06,CRITICAL,Next available safe block
MT-011439,S&T,C5-Central,Zone-E,910,Signal,3,2,2,20.4,67.7,0,0,0,41,19,15.0,74.7,4,27.1,167,190,3,78.2,1,0,1,1,19.0,85.5,30.9,50.9,28.5,0,100.0,CRITICAL,Next available safe block
MT-011440,S&T,C1-North,Zone-A,170,Signal,3,10,0,0.5,54.1,1,0,0,36,18,14.6,81.1,3,15.4,51,80,12,85.4,0,0,1,2,18.3,77.2,35.2,31.1,28.2,0,97.32,CRITICAL,Next available safe block
MT-011441,Engineering,C3-West,Zone-B,410,Sleeper Zone,2,7,2,10.4,61.8,0,0,0,53,22,16.0,100.0,1,10.2,71,72,11,86.9,1,0,1,2,6.0,64.6,22.5,34.9,20.0,1,85.11,CRITICAL,Next available safe block
MT-011442,TRD,C4-South,Zone-C,737,OHE Contact Wire,3,2,0,20.0,75.3,1,0,0,38,18,23.5,83.0,3,30.5,163,198,2,42.0,0,0,0,1,8.2,65.2,41.2,39.0,37.0,0,100.0,CRITICAL,Next available safe block
MT-011443,Engineering,C1-North,Zone-E,566,Rail Joint,2,8,2,11.2,60.1,1,0,0,30,14,10.2,57.0,3,16.1,28,31,5,72.2,1,0,1,0,20.4,79.9,35.3,15.6,29.9,1,98.41,CRITICAL,Next available safe block
MT-011444,TRD,C4-South,Zone-A,693,Isolator,3,15,1,11.3,52.8,0,0,0,48,15,10.9,87.7,2,18.1,67,32,4,96.4,1,0,1,0,13.3,76.8,44.9,38.7,43.3,0,100.0,CRITICAL,Next available safe block
MT-011445,TRD,C2-East,Zone-B,140,OHE Insulator,1,0,2,6.8,82.6,1,0,0,42,12,10.2,66.1,2,12.2,120,176,11,55.4,2,0,1,1,21.8,87.4,42.8,20.7,26.9,3,96.12,CRITICAL,Next available safe block
MT-011446,S&T,C2-East,Zone-C,998,Signal,5,15,0,24.4,27.7,1,0,1,33,16,21.2,74.1,2,9.3,109,130,9,70.3,0,0,1,1,8.6,38.5,38.2,32.2,23.5,1,97.51,CRITICAL,Next available safe block
MT-011447,S&T,C1-North,Zone-D,870,Axle Counter,2,0,1,19.6,83.1,1,0,0,39,15,15.9,86.5,0,23.3,40,59,2,93.8,1,0,1,2,7.8,69.4,23.2,30.2,24.5,4,83.94,CRITICAL,Next available safe block
MT-011448,Engineering,C1-North,Zone-A,455,Bridge Component,3,10,2,26.0,52.9,0,0,0,43,14,13.1,84.8,2,4.6,161,182,2,45.0,2,0,1,0,13.9,71.5,17.8,23.9,22.0,0,100.0,CRITICAL,Next available safe block
MT-011449,Engineering,C3-West,Zone-C,243,Rail Joint,1,1,0,10.5,89.6,1,0,1,47,17,16.6,94.6,6,25.0,72,88,12,85.9,0,1,1,1,23.4,43.4,25.1,20.7,16.8,2,78.43,HIGH,Within 72 hours
MT-011450,S&T,C5-Central,Zone-B,782,Signal,2,22,2,3.7,35.9,1,1,0,41,14,22.1,68.7,3,25.7,162,209,8,69.3,0,0,1,1,18.4,54.4,18.8,10.6,52.9,2,100.0,CRITICAL,Next available safe block
MT-011451,Engineering,C5-Central,Zone-E,378,Bridge Component,4,0,2,0.5,67.7,0,0,0,41,11,13.7,86.4,4,15.4,162,173,3,70.7,0,1,1,1,16.4,57.5,25.4,31.9,16.7,0,98.63,CRITICAL,Next available safe block
MT-011452,TRD,C2-East,Zone-B,570,Isolator,1,6,0,20.7,69.8,0,0,0,44,23,20.8,100.0,7,22.3,31,19,12,95.8,3,0,0,2,25.8,53.5,42.2,40.3,31.9,1,100.0,CRITICAL,Next available safe block
MT-011453,Engineering,C2-East,Zone-E,754,Track Circuit,3,1,2,14.0,74.3,0,1,0,44,21,19.7,100.0,1,15.3,108,125,7,85.6,0,1,0,2,14.1,58.2,32.6,29.1,36.7,1,96.63,CRITICAL,Next available safe block
